id,name,slug,type,tier,parent_id,description,url_path,biomes,created_at,region_ids,probability_by_region
59b1df3e-00a7-42bd-807a-27dd9aa3ac08,Zûrafy,z_rafy,carnivores,encounter,,"The Zûrafy (V. ""Tallnecks""; sing. ""Zûrafa"") of Núrad, northern Chey, and the Talathrant Valley resemble giraffes with long, spikelike horns. They are related to Deer and feed on the foliage, fruit, and buds found in the upper part of trees or tall scrub; in harsher locales the Zûrafa will stoop to eat grasses, and herds have been known to devastate crops. The Núriags, Variags, and Chey use the Zûrafy as mounts, for they are swift, fearless, and exceedingly fierce combatants. Because of their limited numbers and the difficulty in capturing and domesticating them, only small numbers have been employed outside the circles of royalty. Most Zûrafy have a whitish or light tan coat and brown-and-white striped legs; their horns are covered with short white hair which they never shed. The rare, omnivorous, nocturnal Variag Zûrafa is jet black.",,{desert},2026-06-15 20:15:02.174534,{12},"[{""region"": ""Harondor"", ""probability"": ""Medium""}]"
17c26b89-e6c7-4ecc-aff5-2779b23fd1bf,Marsh-Drakes,marsh_drakes,drakes,encounter,,Marsh-drakes are small Fire-drakes of the wetlands whose extremely toxic secretions act like diluted Dragon-blood.,,{marsh},2026-06-15 20:15:02.175008,"{8,21,38}","[{""region"": ""Nan Anduin"", ""probability"": ""Sheer Folly""}, {""region"": ""Dagorlad"", ""probability"": ""Sheer Folly""}, {""region"": ""Enedhwaith"", ""probability"": ""Sheer Folly""}]"
4253634b-337d-4db2-b1cb-f91423470d02,Colbran,colbran,pukel_constructs,encounter,,"Pukel-creatures, the strongest and most clever works of the Druedain and the Daen Coentis: animated stone or metal that stays unseen until activated, then takes the form of attenuated manlike beings glowing with fierce blue light, some casting lightning bolts.",,,2026-06-15 16:25:44.988887,"{7,9,77}","[{""region"": ""Druadan Forest"", ""probability"": ""Sheer Folly""}, {""region"": ""Anorien"", ""probability"": ""Sheer Folly""}, {""region"": ""Druwaith Laur"", ""probability"": ""Sheer Folly""}]"
a07dec4a-add4-4645-98b9-45f34ddbc47d,Land Drakes,land_drakes,drakes,encounter,,"Land-drakes are one of the three wingless varieties of Cold-drake (Earth element), keeping to northern highlands and plains.",,,2026-06-15 16:25:44.988887,"{1,24,66}","[{""region"": ""Forovirian"", ""probability"": ""Sheer Folly""}, {""region"": ""Iron Hills"", ""probability"": ""Sheer Folly""}, {""region"": ""Eothraim"", ""probability"": ""Sheer Folly""}]"
f423b389-fe8a-497d-a925-590637569dcd,Crebain,crebain,flying_animals,encounter,,"Large black crows with evil natures, Crebain (sing. ""Craban"") have often been servants of evil. They are primarily carrion eaters, and they are not picky about how long their meals have been dead or even about whether they are truly dead yet. They will also mob injured creatures and, if under instructions from some evil intelligence, uninjured individuals travelling alone or lost. Keen-sighted and attracted by shining or brightly-colored objects, they make excellent spies. They are most common on south-central Middle-earth, including Fangorn and Dunland, but may be found elsewhere, especially near centers of evil.",,{forest},2026-06-15 16:25:44.988887,"{1,2,6,12,18,21,26,28,30,31,32,33,49,51,53,62,65,72,75,82,87}","[{""region"": ""Ardolyalinya"", ""probability"": ""Sheer Folly""}, {""region"": ""Ardquetto"", ""probability"": ""Sheer Folly""}, {""region"": ""Ascahiriand"", ""probability"": ""Sheer Folly""}, {""region"": ""Dor Rhunen"", ""probability"": ""Sheer Folly""}, {""region"": ""Dorwinion"", ""probability"": ""Extremely Hard""}, {""region"": ""Eothraim"", ""probability"": ""Sheer Folly""}, {""region"": ""Forithilien"", ""probability"": ""Extremely Hard""}, {""region"": ""Gramuz"", ""probability"": ""Sheer Folly""}, {""region"": ""Harithilien"", ""probability"": ""Extremely Hard""}, {""region"": ""Harondor"", ""probability"": ""Extremely Hard""}, {""region"": ""Lairiardhon"", ""probability"": ""Sheer Folly""}, {""region"": ""Lildardhon"", ""probability"": ""Sheer Folly""}, {""region"": ""Mänoriand"", ""probability"": ""Sheer Folly""}, {""region"": ""Ronalindon"", ""probability"": ""Sheer Folly""}, {""region"": ""Sandariand"", ""probability"": ""Sheer Folly""}, {""region"": ""South Harlindon"", ""probability"": ""Sheer Folly""}, {""region"": ""Vinyalas"", ""probability"": ""Sheer Folly""}, {""region"": ""Fangorn"", ""probability"": ""Hard""}, {""region"": ""Dunland"", ""probability"": ""Hard""}, {""region"": ""Rohan"", ""probability"": ""Hard""}, {""region"": ""Enedhwaith"", ""probability"": ""Hard""}]"
7ced7272-8d3c-4a13-9fd4-aa768383050a,Cliff Buzzard,cliff_buzzard,flying_animals,encounter,,"The Cliff Buzzard is a large, black-feathered bird of the mountains. It builds its nest on inaccessible cliffs. Often several pairs will nest in the same area, behavior more typical of the Corvidae (crowlike birds) than of the Raptors (Hawks and so on). Cliff Buzzards exhibit a great deal of intelligence (for birds) and will cooperate in hunting. They will band together to mob some large creature and drive it over a cliff so that they may all feast together on the shattered body. Any wounded creature, no matter what its size, may be subject to the unwanted attentions of the Cliff Buzzards. They are most common on the southern slopes of the White Mountains.",,{mountains},2026-06-15 16:32:39.019603,,
3f9d6768-4807-48d1-a265-13e0fcaf7590,Barrow Wights,barrow_wights,undead,encounter,,"Malevolent spirits that haunt the Barrow-downs (Tyrn Gorthad), inhabiting the burial mounds of ancient Men and dressing their victims in grave-treasure.",,,2026-06-15 16:25:44.988887,"{24,59,67,76,86}","[{""region"": ""Iron Hills"", ""probability"": ""Sheer Folly""}, {""region"": ""Nurn"", ""probability"": ""Absurd""}, {""region"": ""Talath Uichel"", ""probability"": ""Sheer Folly""}, {""region"": ""South Downs"", ""probability"": ""Medium""}, {""region"": ""Bree"", ""probability"": ""Medium""}]"
765a8798-5d92-491f-9817-86762245cf9b,Rain-Drakes,rain_drakes,drakes,encounter,,"Rain-drakes (Q. ""Aelinileki"") are relatives of the true Water-drakes that dwell in fresh water, spending much time in shallows and building lairs near it.",,"{marsh,forest}",2026-06-15 20:15:02.175658,"{21,29,38}","[{""region"": ""Belegaer sea"", ""probability"": ""Extremely Hard""}, {""region"": ""Nan Anduin"", ""probability"": ""Extremely Hard""}, {""region"": ""Enedhwaith"", ""probability"": ""Extremely Hard""}]"
073e0823-5c16-443a-b212-54ea5ff5cfca,Water-Drakes,water_drakes,drakes,encounter,,"True Water-drakes, often called Sea Serpents, are agile swimming Dragons (freshwater and saltwater) that seize prey with six fin-claws; their one weakness, besides fire, is being lured from water.",,"{ocean,river}",2026-06-15 20:15:02.176203,"{29,38,73}","[{""region"": ""Belegaer sea"", ""probability"": ""Sheer Folly""}, {""region"": ""Nan Anduin"", ""probability"": ""Sheer Folly""}, {""region"": ""Forochel"", ""probability"": ""Sheer Folly""}]"
f3adfbc5-8598-43c9-a540-31845a5bfad3,Specters,specters,undead,encounter,,"Uncommon in Middle-earth, Specters are cold, white, incorporeal figures akin to Ghosts. Victims killed by Specters frequently become Specters themselves. The Balrog of Moria, for instance, had his minions throw captives into caverns and pits known to be haunted by these creatures. The Specters' need for energy is so great that even the lesser kind drain 8 points of constitution per round. They cannot be affected by nonmagical weapons because of their insubstantial nature. The Specters of Moria can cast Shock Bolts, in addition to their energydraining abilities.",,{cave},2026-06-15 16:25:44.988887,,
cd791424-4995-4e26-9610-e7438316b516,Winged Cold-Drakes,winged_cold_drakes,drakes,encounter,,"Winged Cold-drakes, like Fire-drakes, descend from the true Cold-drakes; they keep to northern mountain lairs (notably the Grey Mountains) and raid Dwarven settlements.",,"{mountains,tundra}",2026-06-15 20:15:02.176771,"{24,27,66}","[{""region"": ""Forovirian"", ""probability"": ""Sheer Folly""}, {""region"": ""Iron Hills"", ""probability"": ""Sheer Folly""}, {""region"": ""Ered Luin"", ""probability"": ""Sheer Folly""}]"
20feb41c-9335-473f-b789-78026b1b9c76,Mewlips,mewlips,undead,encounter,,"hnwmskt-FM,CDHJP,EQRY-8; 6-11 ft Mewlips are an evil, semi-legendary race of exceedingly rare, cannibalistic spirits. These shadowy spirits exist to drink blood, which they need almost as much as other undead need life-energy. Denizens of graveyards, ruins, and other pleasant sites, they are often found surprisingly near inhabited areas, especially if they have not found much sustenance farther afield lately. Mewlips are rare even for Undead. Fond of the most noisome and darkest swamps and marshes, they have a silent tread and strangling hands, although they typically use jagged weapons of rusty steel or stone. They are deceptively human in appearance: however, their backs are horribly hunched and their skin shines with a clammy, greenish-brown palor. Even their ragged clothing is moist and foul. Mewlips feed on most anything and they covet shiny objects, especially things of gold. It is said that such items remind them of uncursed life, of the nature of beingsnot in the thrall of Darkness.",,"{marsh,plains}",2026-06-15 16:25:44.988887,"{8,57,61,73,81}","[{""region"": ""Fornost"", ""probability"": ""Extremely Hard""}, {""region"": ""Forochel"", ""probability"": ""Sheer Folly""}, {""region"": ""Lone-lands"", ""probability"": ""Absurd""}, {""region"": ""Weather Hills"", ""probability"": ""Absurd""}, {""region"": ""Dagorlad"", ""probability"": ""Absurd""}]"
8d13e0f3-f79a-4465-b89e-b68f3043f644,Ghouls,ghouls,undead,encounter,,"Ghouls are disgusting animated corpses that have the lengthened teeth and nails considered typical of a one- or two-month old corpse. They are preserved by the conditions around them, either tannin-loaded swampy water or drying winds, and they are animated by some evil power. Stupid and remembering little if any of their past, Ghouls are dominated by thoughts of hunger for energy and defense of their territory. The average Ghoul simply rushes at its victims, tearing with teeth and nails. Their gruesome appearance i n s t i l l s Fear (victims must make a successful RR or flee), while their filthy and rotting bodies create wounds that often (01-30) become infected. the Undead. They are the single most powerful beings of this nature ever to walk Middle-earth. All nine of these Wraithkings are described in detail in ICE's Lords of Middle-earth, Volume II.",,"{marsh,river}",2026-06-15 16:25:44.988887,"{74,76}","[{""region"": ""Mordor"", ""probability"": ""Absurd""}, {""region"": ""Nurn"", ""probability"": ""Hard""}]"
c07dd62d-f9e7-42da-adc2-1df2cebe15fb,Corpse Candles,corpse_candles,undead,encounter,,"Undead spirits. Corpse Candles can create the illusion of being a whole, healthy creature by cloaking the hideous remains of its once-living body. They lurk in water and exudes a beckoning light that magically attracts victims. Those seeing the glow must resist a 7th level spell, with failure resulting in the victim falling into a deadly trance. (He then has 4 pts CO drained each round until death.) Corpse Candles and Corpse Lanterns are lesser and greater manifestations of the same basic sort. They are remnants of those who, already lying unquiet, were flooded in their graves.",,{river},2026-06-15 16:25:44.988887,,
0108f4a8-ef09-4aa0-8910-96e3bf734eb2,Fiara,fiara,herbivores,encounter,,"Thriving on the scant grasses of south-central Eriador, the Fiara is the most common wild herbivore in Cardolan and Minhiriath. They keep to small groups of four or five does and a buck and range all over the region. Extremely timid, though, they shy away from settled areas and seem much rarer than their real numbers would dictate. It is fortunate that these small beasts are prolific, for no creature in northwestern Endor is hunted as often as the Fiara. Eriadoran hunters have long relied on the Fiara as a food staple, and cooks from Bree to Tharbad create dozens of dishes using this tasty Deer meat.",,"{forest,plains}",2026-06-15 16:25:44.988887,"{16,21,59}","[{""region"": ""Minhiriath"", ""probability"": ""Very Hard""}, {""region"": ""South Downs"", ""probability"": ""Very Hard""}, {""region"": ""Enedhwaith"", ""probability"": ""Very Hard""}]"
fcac8149-1ecd-44d7-874a-bfed3e6148ad,Werewolves,werewolves,undead,encounter,,"Huge, intelligent enchanted wolves first made by Morgoth, able to stand and use clawlike hands, speak, use tools and cast spells but never become Men. Caran-Carach (Red Fang) guarded Dol Guldur, home of the Necromancer, and hunted the Wood-elves and Wood-men of southern Mirkwood.",,"{forest,mountains}",2026-06-15 16:25:44.988887,"{3,83}","[{""region"": ""Dor Guldur"", ""probability"": ""Very Hard""}, {""region"": ""Mirkwood Wilds"", ""probability"": ""Very Hard""}]"
0555ce1c-3eee-4c40-8f89-fe18161e64c0,Vessino Clams,vessino_clams,water_animals,encounter,,"The Vessino Clam is a rare mollusk which is found only in the deep waters of the Haragaer and the southern Belegaer. A source of a valuable ingredient for a healing balm that soothes and heals burns, it is prized by Lay Healers and Medicinists. Its beautiful, silvery shell is also noted as an exquisite ornament.",,{river},2026-06-15 16:25:44.988887,{29},"[{""region"": ""Belegaer sea"", ""probability"": ""Sheer Folly""}]"
0577eac3-3888-47db-b405-a2c6dd2f706d,Spotted Lions,spotted_lions,carnivores,encounter,,"Named for the black spots on its almost-white underbelly above a burnt-orange coat, the Spotted Lion is now quite rare from hunting but still ranges throughout Cardolan. Not evil but extremely cunning and speechless, its old, bitter feud with the wolves has hastened its decline alongside the efforts of Men. It lives in small family groups, lairs in trees and caves, prefers to hunt Fiara (sheep will do), and will kill men in self-defence.",,{cave},2026-06-15 16:25:44.988887,"{16,59,60,70}","[{""region"": ""Minhiriath"", ""probability"": ""Hard""}, {""region"": ""South Downs"", ""probability"": ""Hard""}, {""region"": ""Eregion"", ""probability"": ""Hard""}, {""region"": ""Mintyrnath"", ""probability"": ""Hard""}]"
074ca5a5-a913-46d8-bcad-ebd1125c66d0,Sea Crocodiles,sea_crocodiles,reptiles,encounter,,"Uncommon but well-feared, the huge Sea Crocodiles resemble Fell Beasts without wings. They are gracile, dark blue, and have black stripes running down the backs of their horny backs. Many chroniclers believe they are related to Water Drakes, for Sea Crocodiles have elongated conical grasping teeth in the forward part of their snouts that extend well outside their mouths. Like sea monsters, Sea Crocodiles are prone to attack smaller ships, seeking to puncture hulls with their mighty jaws, then waiting for the ship to founder. Nesting in secluded bays or in coastal caves, they also present a danger on land.",,"{forest,river,cave}",2026-06-15 16:25:44.988887,{29},"[{""region"": ""Belegaer sea"", ""probability"": ""Extremely Hard""}]"
086442e1-e6be-4834-95be-08151830d4df,Lesinavi,lesinavi,undead,encounter,,"Ghoul-like undead that prowl the southern wastes, lairing in the caves of dry hills or among the dunes over unmarked graves; their dried eyes perceive the life-energy of victims as painful light, and they ignore stun and pain.",,"{desert,mountains,cave}",2026-06-15 16:25:44.988887,{12},"[{""region"": ""Harondor"", ""probability"": ""Sheer Folly""}]"
0d6dd38c-c019-427e-8fba-3cb74e27df4c,Devevi,devevi,riding_animals,encounter,,"The Devevi (Ap. ""Camels""; sing. ""Deve"") of southern and central Endor are hardy animals who store water in their stomach linings and can go long periods without drinking. Their humps absorb heat and metabolize fat to provide energy and water, while wide foot pads enable them to walk on soft, sandy soil; a three-chambered stomach permits digestion of virtually any vegetation. With a refined temperature regulation system, a Deve has no need to sweat; it can lose over a quarter of its body weight and restore it in an orgy of drinking lasting only ten minutes (intaking 7-8 gallons a minute). There are two subgroups: the runners (light, graceful riding mounts built for speed) and the workers (thickly-built, slow, capable of heavy loads). Both are easy to domesticate but are loud, filthy, spit, and are virtually impossible to keep clean. The most prized is the rare two-humped Deve Póa, bred in and around the desert city of Tûl Póac in Far Harad and hailing from the Yellow Mountains of southern Endor; adapted for both temperature extremes, more docile, with a natural saddle and a smooth, rolling gait.",,"{desert,mountains,river}",2026-06-15 16:25:44.988887,{12},"[{""region"": ""Harondor"", ""probability"": ""Sheer Folly""}]"
0e335775-5d8b-423b-a235-73f6aaef3c23,Cherethrynd,cherethrynd,water_animals,encounter,,"Powerful Sperm Whales, the Cherethrynd (S. ""Hallmaw""; sing. ""Charothrond"") reside in the deep waters of the Belegaer, off the western coasts of Middle-earth. Unlike most Whales, they sport teeth (nine inch long teeth) and they hunt fish and Squid rather than consuming krill through a baleen strainer. The Charothrond favorite food and most dangerous rival is the Giant Squid. Although wily and capable of upsetting a good-sized vessel, Cherethrynd are vulnerable to the ruthless Umbarean whalers who sail the oceans near the Bay of Belfalas. These Men hunt lone Whales for their oil, bone, and ambergris (an indigestible chalky substance that forms around Squid beaks and, in spite of its hideous smell, makes wonderful perfumes).",,{river},2026-06-15 16:25:44.988887,{29},"[{""region"": ""Belegaer sea"", ""probability"": ""Extremely Hard""}]"
1106f013-9277-47e4-8d45-ed79a248147f,Cave Drakes,cave_drakes,drakes,encounter,,"Cave-drakes (Q. ""Rondoleki"") are relatively small, ancient wingless Dragons that rely on instinct rather than plots, hunting near their high-mountain cavern lairs with short powerful legs and muscular bodies.",,"{mountains,cave}",2026-06-15 16:25:44.988887,"{24,39,66,67,71}","[{""region"": ""Forovirian"", ""probability"": ""Sheer Folly""}, {""region"": ""Iron Hills"", ""probability"": ""Extremely Hard""}, {""region"": ""Talath Uichel"", ""probability"": ""Very Hard""}, {""region"": ""Moria"", ""probability"": ""Extremely Hard""}, {""region"": ""Central Misty Mountains"", ""probability"": ""Extremely Hard""}]"
123b0781-a579-4489-a2b0-47c546f72519,Andodailion,andodailion,insects,encounter,,"The Andodaio, or ""Gate-shadow"" (pl. ""Andodailion""), is a black, nocturnal lizard with a prehensile tongue and tail. It is without doubt the greatest climber among all the Rávatsar. Rugged landscapes and subterranean settings accommodate it well, for the Andodaio is insulated with an unusual array of three layers of hollow scales that enable it to survive in environments far too cool for its brethren. Hanging from rocks, it swings across the caves and precipices, leaping onto prey and tearing its victims apart with its steely claws. Larger creatures would have little to fear from the Andodailion, except that they live in large communities and often hunt in groups of 10-100 individuals. Unusually social, a horde of Andodailion can easily fell a Man by attacking in concert.",,"{river,cave}",2026-06-15 16:25:44.988887,"{27,39}","[{""region"": ""Central Misty Mountains"", ""probability"": ""Very Hard""}, {""region"": ""Ered Luin"", ""probability"": ""Very Hard""}]"
146c684d-d779-4116-bcda-222d9ced05fb,Glutani,glutani,carnivores,encounter,,"Dreadful wolverine-like predator (pl. Glutani), solitary, dark-furred and badger-shaped, found throughout northwestern Endor with its greatest concentration in western Minhiriath. Unbelievably quick, fierce and seemingly insane, it attacks armed groups without provocation and fights to the death. Two varieties: the reddish-brown Lowland Glutan (~2 ft) and the bulkier, dark Highland Glutan of the Dunland hills. A 25 gp bounty sits on their heads; Dunlanders buy live ones for fights against Bears or Wolves.",,{mountains},2026-06-15 16:25:44.988887,"{16,17,21,72}","[{""region"": ""Dunland"", ""probability"": ""Hard""}, {""region"": ""Enedhwaith"", ""probability"": ""Hard""}, {""region"": ""Minhiriath"", ""probability"": ""Hard""}, {""region"": ""Rast Vorn"", ""probability"": ""Very Hard""}]"
1992d2d4-f3b6-41e7-8f95-c46af8b3fafc,Ghosts,ghosts,undead,encounter,,"These can be the most powerful of undead, save the Nazgûl (see below). They are totally energy, having no physical component at all, and are activated solely by the presence of living beings of the same type that they once were (most often Men). They appear as they remember themselves being, with varying degrees of effectiveness: lesser Ghosts often neglect pertinent details, such as appropriate clothing for the occasion. They also do not realize that, since their appearence is nothing but illusion, their will can affect it. A Ghost who wishes to be larger and more menacing is so, with nothing but a thought. Greater Ghosts, whose instincts are under more control, avoid this giveaway and behave in a very lifelike manner, enabling them to drain the constitution (and hence l i t e energy) of a victim while engaging him in conversation or merely being near him. It is a strange fact that most Ghosts seem not to realize that they are dead; often, if they can be convinced of their true nature, they will dissipate and go forth to their appointed rest. (Note that Elves do not have Ghosts, since their spirits always know where to go. It is notable that Elves do not fear Ghosts, perhaps for this reason). However, Ghosts are remarkably impervious to reason on this score (How would you. Reader, react if someone insisted that you were dead?), and would-be persuaders are well-warned that there is no way that the Ghost can avoid draining their life-energy, any more than they themselves can avoid having their hearts beat. Anyone near enough to a Ghost to speak to it is near enough to be drained. Some Ghosts are bound to a place or object that was very important to them in life or that figured strongly in their deaths: a sentry killed while guarding a crucial post, for instance, whose spirit remains ""on duty"" long after the fortress that he guarded has fallen to ruins; the murder victim haunting the gold that she was killed for; the child plague victim still holding fast to the wooden doll that comforted its last hours.",,"{forest,mountains}",2026-06-15 16:25:44.988887,"{8,24,41,42,43,67,74,76}","[{""region"": ""Dagorlad"", ""probability"": ""Sheer Folly""}, {""region"": ""En Egladil"", ""probability"": ""Absurd""}, {""region"": ""Trollshaws"", ""probability"": ""Absurd""}, {""region"": ""West Rhudaur"", ""probability"": ""Sheer Folly""}, {""region"": ""Iron Hills"", ""probability"": ""Sheer Folly""}, {""region"": ""Mordor"", ""probability"": ""Light""}, {""region"": ""Nurn"", ""probability"": ""Extremely Hard""}, {""region"": ""Talath Uichel"", ""probability"": ""Sheer Folly""}]"
22850e42-4998-47f0-bb13-992a0e726cb7,Wild Horses,wild_horses,riding_animals,encounter,,"The Wild Horse, or Horse of the Plains (S. ""Rechelaid""), make good mounts, although they are hard to break. Much used by Easterlings, they are now herded in Calenardhon (Rohan). A few may be found in the marshes, for they do not mind swimming.",,"{marsh,plains}",2026-06-15 16:25:44.988887,"{1,2,6,62,63}","[{""region"": ""Dor Rhunen"", ""probability"": ""Extremely Hard""}, {""region"": ""Eothraim"", ""probability"": ""Extremely Hard""}, {""region"": ""Gramuz"", ""probability"": ""Sheer Folly""}, {""region"": ""Rohan"", ""probability"": ""Extremely Hard""}, {""region"": ""Wold"", ""probability"": ""Extremely Hard""}]"
2323a2e1-afe3-4775-9cd6-13983830e830,Sloth Bear,sloth_bear,carnivores,encounter,,"Dark-brown Sloth Bear (Q. Meglituika), native to northwestern Harad and especially prevalent around Umbar, the largest bear in Middle-earth at 2,500-4,000 lbs. A huge, slow, stupid beast like a cross between a bear and a rainforest sloth, it uses formidable claws to dig vast tunnel networks, even through crumbling rock, large enough for Men to live in. Little-fearing and hard to kill thanks to its bulk and unusually thick skull, it eats whatever it can claw in the mass it needs to sustain itself.",,{forest},2026-06-15 16:25:44.988887,{12},"[{""region"": ""Harondor"", ""probability"": ""Light""}]"
24f24c2c-49d5-4484-a56a-c0d724b52b99,Grey Apes,grey_apes,other_animals,encounter,,"Grey, shaggy-haired, heavily-built apes (P. ""Cijuvu Niavi"", S. ""Peredrugwath"") that live alone, in pairs or in small family groups in the forests of Pel in southwestern Middle-earth. They stand up to 5 ft tall and weigh up to 300 lbs; long arms reach the ankles when erect, and broad opposable-digited hands plus great upper-body strength let them swing tree to tree with ease. Their short, weak legs make for an awkward, halting gait on the jungle floor, whether upright or on all fours.",,{forest},2026-06-15 16:25:44.988887,{12},"[{""region"": ""Harondor"", ""probability"": ""Extremely Hard""}]"
3c90a377-b123-4608-847e-8dfdf1e03665,Thrushes,thrushes,flying_animals,encounter,,"Thrushes are large songbirds. Nearly as intelligent and gifted as ravens, they are among Radagast the Brown's principal messengers and scouts. They are also long-time friends of wise Men in many regions, but especially in Erebor and the Dale. Dwarves admire them, but cannot communicate with them because the Thrushes speak too quickly and in too high pitched voices (one would imagine that Ents would have similar problems). The Thrush language can, however, be learned by Men and Elves who care enough to make a study of such things. Thrushes are very keen eyed and have a strong streak of curiosity in them, so they make excellent scouts. The Old Thrush of Erebor helped Thorin and Company find the secret entrance to Smaug's cave, and warned Bard the Bowman of Smaug's weak spot.",,"{mountains,cave}",2026-06-15 16:25:44.988887,"{1,2,3,6,25,35,62,87}","[{""region"": ""Dor Rhunen"", ""probability"": ""Extremely Hard""}, {""region"": ""Dorwinion"", ""probability"": ""Sheer Folly""}, {""region"": ""Eothraim"", ""probability"": ""Extremely Hard""}, {""region"": ""Gramuz"", ""probability"": ""Hard""}, {""region"": ""Dale"", ""probability"": ""Light""}, {""region"": ""Central Anduin"", ""probability"": ""Light""}, {""region"": ""Rohan"", ""probability"": ""Light""}, {""region"": ""Mirkwood Wilds"", ""probability"": ""Light""}]"
3c91a249-f0cb-4455-8311-a6dfaa1ca738,Coireals,coireals,insects,encounter,,"This inoffensive snake inhabits forests and heavy copses; it can be readily identified by the bright yellow bands on its glossy black body. It is generally docile and will avoid people. Most bites occur when witless folk try to pick up this ""pretty snake."" Instead, the Coireal is happy to hunt large insects. It should be left alone, for its venom is highly potent (10th lvl), one of the most lethal natural poisons in Middle-earth. Symptoms appear in one to four hours, resulting in all but certain death from paralysis.",,"{forest,plains}",2026-06-15 16:25:44.988887,"{2,21,70}","[{""region"": ""Gramuz"", ""probability"": ""Extremely Hard""}, {""region"": ""Eregion"", ""probability"": ""Hard""}, {""region"": ""Enedhwaith"", ""probability"": ""Hard""}]"
3ddcc1b0-9364-4679-a6e3-363640529bce,Land Tortoises,land_tortoises,insects,encounter,,"Land Tortoises were once common in southern Eriador and western Gondor, particularly in the Gwathló basin. Unfortunately, they are extremely tasty and nutritious, so they are favored by Eriadoran hunters and are nearly extinct. Their beautiful green and grey shells are now exceptionally rare. Prized for their value as armor (the shell makes excellent reinforcement) and (when ground) as a source of medicine to combat blood diseases and ailments, a Land Tortoise shell can bring up to two hundred gold pieces on the open market. Very slow and inoffensive, the Land Tortoise's primary defense is its size: the average specimen is five feet long and three high, weighing about three hundred pounds; a few older ones reach six feet and over a quarter ton. When attacked they retreat until cornered, then ground themselves and pull into their shells, or lash out with their necks and hard, sharp beaks. They feed on nearly every type of vegetation and roam the highlands for richer grass or shrubs. Females dig holes along river banks or on the seashore, lay 11-20 eggs, cover them with moist soil, and abandon them.",,{river},2026-06-15 16:25:44.988887,"{16,21}","[{""region"": ""Minhiriath"", ""probability"": ""Sheer Folly""}, {""region"": ""Enedhwaith"", ""probability"": ""Sheer Folly""}]"
46ca1913-6521-40e0-9363-dcedc5f4079e,Ulmodili,ulmodili,water_animals,encounter,,"No water creature is as intelligent or blessed as the Ulmodili (Q. ""Friend of Ulmo""; pl. ""Ulmodili""), the beautiful blue and white Dolphin (Porpoise). Seaborne mammals, they are servants of Ulmo (as opposed to Ossë) and fast allies of the Teleri. Their complex society and wide-ranging schools enable them to act with startling unity when summoned by their master or friends, or when aroused by their enemies. The gregarious Ulmodili live in hierarchical groups of 10-200 individuals, which in turn join to form schools of 100-2000 creatures. Playful and agile, they roll and leap along the surface of the open sea, moving at speeds of up to 40 miles an hour. When they submerge, they can dive as deep as 1000 feet and stay down for as long as five minutes before they need to resurface (they breathe through lungs, not gills). An Ulmodili has smooth blue (top) and white (bottom) skin and a long beaked snout. This snout is a formidable, mace-like weapon that contains an array of short, sharp teeth. Its bulging forehead encases a pad of fat that houses a sonar-like organ that enables the creature to detect objects with stunning accuracy.",,{river},2026-06-15 16:25:44.988887,{29},"[{""region"": ""Belegaer sea"", ""probability"": ""Very Hard""}]"
49cd5454-4de9-47f6-9f92-81a5c521c9e3,Great Falcons Of Ardor,great_falcons_of_ardor,flying_animals,encounter,,"These fierce creatures were the preferred mounts of the Lords of the Air of the Court of Ardor in southern Middle-earth. They were perhaps developed from the Great Falcons of Mirkwood. This fact would have been known to Sauron, who could have shared his knowledge with the evil Elda Court. The fiercest of these Falcons were tied to specific Windlords by magical means; their loyalty to their masters was unswerving, and no one else could ride them unless they could somehow overcome the will of the Falcons by magical means.",,{forest},2026-06-15 16:25:44.988887,{12},"[{""region"": ""Harondor"", ""probability"": ""Extremely Hard""}]"
5b51d99d-1dec-4cff-87ec-173e04d18bc2,Corpse Lanterns,corpse_lanterns,undead,encounter,,"Corpse Lanterns, being both stronger and more i n t e l l i g e n t than Corpse Candles, weave a stronger and more alluring web, appearing whole and wholesome above the waters of the marsh or swamp, and seeming to the victim to be something that would attract his attention. The visions vary according to the victim, and several unfortunates gazing upon the same Corpse Lantern may see different things: the lusty warrior may see a buxom wench with a lantern, searching for something; the compassionate Healer a lost child with a lamp; the suspicious thief a fat merchant with a purse that could use lightening, engaged in burying more treasure in the safe embrace of the marsh. Thus the Corpse Lantern entices its victims to a death by drowning, enabling the undead remnant to drain 5 Co points per round in the interim.",,"{marsh,river}",2026-06-15 16:25:44.988887,,
