id,external_id,name,location_type,population,description,region,image_url,created_at,updated_at,geom,inhabitants,url_path,slug
515,5011afade619f3d35e1d667cfb0f6f69,Faranel,ruins,,Ruined city.,,,2026-04-09 19:20:51.677698,2026-04-09 19:20:51.677698,0101000020E61000001C430070EC19F6BF5C21ACC612484B40,,assets/locations,faranel_515
528,62529e65a017f5026aa81f71c3acec85,Rildolach,ruins,,Ruined city.,,,2026-04-09 19:20:51.680119,2026-04-09 19:20:51.680119,0101000020E61000004CFF9254A6380FC073840CE4D9DB4A40,,assets/locations,rildolach_528
529,62ee9d110b26b1dfee272ff8634879da,Malehaut,village,45.0,"A coastal Eriadorian town of Fonntir in Minhiriath, known as Atem ('fathom') or Carmalehaute ('Malehaut's town') in Dunnish. By T.A. 2740 it had a population of some 2,700 — a working port with fishermen, traders and those who live by the sea's rhythms.",,,2026-04-09 19:20:51.680294,2026-04-09 19:20:51.680294,0101000020E6100000942F682101030AC0C78157CB9D814740,,assets/locations,malehaut_529
532,65907bd900d495733194dcf01f5f1dde,Aerost,fortress,300.0,"A coastal fortress on the Rathon Gondor in Anfalas, some forty miles west of Lond Galen. Built after the Great Raid on Pelargir (T.A. 1634) to defend the coast between the Celgalen and the Lefnui, Aerost is a key link in Anfalas's chain of coastal beacon towers. From its walls, watchmen can warn neighbouring settlements of Corsair raids within hours. The fort's stone battlements are weathered by salt wind, and a small settlement of soldiers and their families huddles in its shadow.",,,2026-04-09 19:20:51.680832,2026-04-09 19:20:51.680832,0101000020E61000003D601E32E5030D40D26D895C70844440,Gondor,assets/locations,aerost_532
495,3b0b65c60127a330e405a5e4f60c6590,Herubar Gûlar,castle,0.0,"Unknown, possibly Númenórean in origin.. Control of traffic on and along the Mitheithel.. The keep is reputed to be haunted.",,,2026-04-09 19:20:51.673867,2026-04-09 19:20:51.673867,0101000020E61000007CD11E2FA4831C409869FB5756064A40,,assets/locations,herubar_g_lar_495
489,330a8f4cdc4243eab59df18dc11bc301,Himihiril,castle,50.0,,,,2026-04-09 19:20:51.672756,2026-04-09 19:20:51.672756,0101000020E6100000CD22145B41B309C00395F1EF334A4B40,Gondor,assets/locations,himihiril_489
526,5f7b31b1e45bc32f9710965931ec02be,Anghul,castle,80.0,"Anghul ('Iron-wind' in Sindarin) is one of the six great fortresses of Angmar, situated in the Witch-kingdom's north on a hill above the Anghir, below the escarpment of Nan Angmar. It broods over the Anghir Vale and controls the No Man's Land beyond. A garrison of 300 men keeps watch for spies attempting to penetrate Angmar's central plateau; the commander is one of the Witch-king's Ashâktur. Dark stone walls and watchtowers; the wind off the escarpment is bitter and constant. The Black Raven on Red is the banner of the garrison here.",,,2026-04-09 19:20:51.679654,2026-04-09 19:20:51.679654,0101000020E610000073F38DE89E851740A438471D1DD14B40,Sauron,assets/locations,anghul_526
877,ecb5d5c8e62a59b813f34f92c8a1a7b9,Standelf,town,,"A small hamlet in southern Buckland, close to the High Hay and the Old Forest. Originally built to house miners working the local delving ('Stangedelf'), it grew into a small Hobbit village of stockbreeders. Most inhabitants are a poorer branch of the Brandybuck clan; the Goldworthies, Gorbucks, Headstrongs and Puddyfoots are other families here. The Old Forest looms to the south.",,,2026-05-13 04:41:07.022282,2026-05-13 04:41:07.022282,0101000020E610000049631A4CDE35CBBFFB5492614F9E4940,,assets/locations,standelf_877
878,f2740ff0ee4e682dd42f14fe7788b420,Haysend,town,,"A small Hobbit village at the southern end of Buckland, where the High Hay meets the Brandywine's marshy mouth. The Withywindle swamp begins just beyond; Bucklanders from Haysend, Breredon and Grindwall fish these swamps and can be hired to take travellers downriver. Buckland's shirriffs gather here twice a week to patrol and maintain the High Hay. The settlement is small but watchful, its people accustomed to the odd noises that come from the Old Forest side of the river.",,,2026-05-13 04:41:07.022282,2026-05-13 04:41:07.022282,0101000020E610000078F3C71BC3CBC9BF2169DF2635934940,,assets/locations,haysend_878
882,50e6d0af4c8566c0039a4e37af8e3492,Tookbank,town,,"A Hobbit market town in Tookland, associated with the Took family. Its market brings farmers and craftsmen from across the surrounding area on market days.",,,2026-05-13 04:41:07.022282,2026-05-13 04:41:07.022282,0101000020E6100000F3FFEF2B663AF8BFAD43D369CAAA4940,,assets/locations,tookbank_882
612,d051379b25c86cfac253bd6b01cea140,Serelond,city,1300.0,"A town of Anfalas on the Celgalen, with about 1,300 inhabitants in small industry, local trade and subsistence farming. Stone houses of one or two storeys line the streets; weekly market; annual fair. The town hall is the tallest building. A typical, orderly Gondorian provincial settlement.",,,2026-04-09 19:20:51.694856,2026-04-09 19:20:51.694856,0101000020E610000093E34EE9602D134084F23E8EE6BA4440,Gondor,assets/locations,serelond_612
621,e32e3dba06c560584d99f5162a2c4258,Shedûn,castle,940.0,Built by Witch-king circa 1310.. Regional administration; the control of traffic into and out of Nan Angmar.. The broad plains below Shedûn provide a training ground and a mustering point for the Witch-king's Orcish forces.,,,2026-04-09 19:20:51.696339,2026-04-09 19:20:51.696339,0101000020E610000044DB317557261B4031CEDF84426A4B40,100% Angmarean (Mixed Mannish),assets/locations,shed_n_621
1141,,Angrenost,citadel,3000.0,"First used as a stronghold by Númenóreans around S.A. 1750, completed by Gondor in T.A. 14.. Control of traffic passing through Gap of Calenardhon; administration of northwest Gondor.. The impenetrable tower of Orthanc forms the core of the defenses, with a vast circular wall one mile in diameter providing the first line of security. The earth itself formed the citadel, for the outer ring is a volcanic cone shaped by the Men of Númenor, and the spire of Orthanc is in fact a pillar of glossy black volcanic rock known as laen. Angrenost now represents the northwestern extent of effective Gondorian power. The King of Gondor maintains a large garrison here to keep the warlike tribes of Dunland in check. Travellers on the Old North Road frequently make a side trip to Angrenost to exploit its fine and fully stocked reprovisioning facilities.",,,2026-06-02 18:57:01.710775,2026-06-02 18:57:01.710775,0101000020E6100000C34A78E75CAD1E40CED520038A8C4740,100% Gondorian,assets/locations,angrenost_1141
613,d23f71bd5455ab5a52471ba0e0682dbf,Dol Gwaer,fortress,400.0,"A lordly manor of the Nan Celgalen in western Anfalas, seat of a minor Gondorian noble family. Its stone hall and outbuildings sit in a wooded valley sheltered from the sea-wind; the surrounding estate grows grain and raises sheep. A small household of retainers and tenants keeps the manor in order.",,,2026-04-09 19:20:51.69503,2026-04-09 19:20:51.69503,0101000020E6100000F48B12F417CA13401895D409687E4540,,assets/locations,dol_gwaer_613
536,6bbb1c408a02daac53e41d565a15fea4,Caras Galadhon,city,800.0,Designed by Galadriel in S.A. 1601.. A safe haven for all Elven folk.. A fortified yet beautiful city in the heart of Lórien. It is a network of interconnected flets supported by the massive trunks of great mallorn trees.,,,2026-04-09 19:20:51.681456,2026-04-09 19:20:51.681456,0101000020E6100000B5FF01D6AA152940925852EE3E9B4840,"60% Silvan, 35% Sinda, 5% Noldo",assets/locations,caras_galadhon_536
616,d7b271fbd725a19c00232d158a1e71c4,Lond Thalos,town,700.0,Lond Thalos (S. Port of Thalos) served as both a medical and herbal community and as a timber port supplying wood to the shipyards of the Grey Havens.,,,2026-04-09 19:20:51.695528,2026-04-09 19:20:51.695528,0101000020E6100000A7AD11C138281EC0E1D231E719B54940,,assets/locations,lond_thalos_616
619,e11fba538e02b2f688cb4b67ef534ff3,Hwalord,town,520.0,"A town in the region, its stone houses and wharves serving the commerce of the surrounding area. Details of its exact character depend on the local economy and lord.",,,2026-04-09 19:20:51.696024,2026-04-09 19:20:51.696024,0101000020E61000003C4B901150E1DDBFA2B77878CF534640,Gondor,assets/locations,hwalord_619
623,e489b8b32e368a5305d8aa2099c2b4a3,Bar Olchaldor,town,348.0,,,,2026-04-09 19:20:51.696662,2026-04-09 19:20:51.696662,0101000020E61000009DBE9EAF59FE2F40C504357C0BF74440,,assets/locations,bar_olchaldor_623
624,e5c97706503934aef315312d333b8692,Tharagdonrost,city,800.0,A city in the region whose size and character make it a significant centre of population and trade.,,,2026-04-09 19:20:51.69682,2026-04-09 19:20:51.69682,0101000020E6100000301004C8D0B1D5BF46EBA86A82084440,Gondor,assets/locations,tharagdonrost_624
533,67efb3b67cdd1b2fd62ecb938e847972,Talsir,town,250.0,"Talsir was one of the free cities of Cardolan on the west bank of the Gwathló, about 170 miles downstream from Tharbad. With a population of roughly 4,300 in T.A. 250, it was an important river stop and one of the few settlements of ancient Minhiriath to survive into the late Third Age.",,,2026-04-09 19:20:51.680983,2026-04-09 19:20:51.680983,0101000020E6100000698D4127840ECEBF996725ADF8C44740,,assets/locations,talsir_533
617,d91f5d2806938b5d5e0342181bfff661,Scary,village,130.0,"Settled during the migration into the Shire, T.A. 1601-1610.. Agriculture; mining; quarries.. Set in the rugged country of the Eastfarthing, Scary and its nearby mines provide most of the tin and copper ores used in the Shire.",,,2026-04-09 19:20:51.695699,2026-04-09 19:20:51.695699,0101000020E6100000656F29E78BBDD8BFBDE3141DC9E14940,"40% Harfoot, 35% Stoor, 25% Fallohide",assets/locations,scary_617
886,5d85a4bd0836ee72c9a7e8f2c3a114a8,Overhill,town,,"A new Hobbit village north of Screaming Hill, settled by the Fallohide Barleycorn clan and the Harfoot Beechkins, both of whom came to the Shire after being persecuted by brigands. The two clans share a suspicion of Big Folk that occasionally turns hostile; other Hobbits are uneasy about the disappearances of Men who venture into the angle between Baining Stream and Screaming Hill. In later, more peaceful times, Overhill becomes a comfortable farming community; the Bagginses own much of the surrounding land.",,,2026-05-13 04:41:07.022282,2026-05-13 04:41:07.022282,0101000020E6100000CEB358FBE975F4BF75A6D01373D54940,,assets/locations,overhill_886
534,681965fb86a89207792118ea20e07ff9,Framsburg,city,340.0,"Wraecaburg, though not directly under the Witch-King's rule, suffered frequent attacks and harbored many unsavory characters from outside Rhovanion. Its men occasionally traded with kinsmen at Maethelburg, but relations grew increasingly suspicious over time.",,,2026-04-09 19:20:51.68113,2026-04-09 19:20:51.68113,0101000020E610000097917A4FE5042C40111956F146164B40,Northmen,assets/locations,framsburg_534
538,6e182f410f716a021ddf51be662a827d,Endrist,ruins,,Ruined city.,,,2026-04-09 19:20:51.681766,2026-04-09 19:20:51.681766,0101000020E6100000C8258E3C10790FC08599B67F65414940,,assets/locations,endrist_538
539,7019dd7f9f38eca5ad9f1305d1aec81b,Annulond,city,1200.0,"The principal town of Pinnath Gelin, set at the tip of a tongue of land where a stream from the Ram Galen joins the Lefnui. The folk of Annúlond maintain the only bridge spanning the Lefnui in this region. The town is modest but orderly: small stone houses of one or two storeys line the streets, and the lieutenant-Cáno's large house stands beside the open main square that slopes down to the river wharf. Since the area lies in Gondor's peaceful interior, no town wall was ever built. Outside the walls, the Knight of Annúlond's manor overlooks liegemen's farms and tenant plots.",,,2026-04-09 19:20:51.68192,2026-04-09 19:20:51.68192,0101000020E6100000901150E10852FC3F37397CD289804440,Gondor,assets/locations,annulond_539
888,2e86b2f41901c239c3d12ef31492d5c7,Woodhall,town,,"A Hobbit village in the Eastfarthing on the northern eaves of the Woody End, founded in T.A. 1612 by Harfoots of the Staghorn and Huckle clans on the site of an old Eriadorian village. The earlier settlement was destroyed in T.A. 1409 when Orc wolf-riders slaughtered its inhabitants. The new Hobbit village sits where those same apple orchards still bear fruit and mushrooms grow on shaded terraces. A glade of the Elven Wandering Companies lies nearby; Elves are sometimes seen passing through at dusk.",,,2026-05-13 04:41:07.022282,2026-05-13 04:41:07.022282,0101000020E61000008DB630834A63E0BFA7E62D015CA94940,,assets/locations,woodhall_888
641,a90a43d1458f4bc23cafcc17a8951ca4,Carn Dûm,fortified town,5000.0,"First delved by Dwarves in the early T.A, occupied by the Witch-king ca. T.A. 1300.. Last line of defense for the Witch-king; a base from which he plots the downfall of Arthedain.. Situated at the northwestern tip of the Misty Mountains, only a handful of the Free Peoples have viewed the interior of Carn Dûm and escaped alive.",,,2026-04-09 19:20:51.699901,2026-04-09 19:20:51.699901,0101000020E610000000F31763DBDA16406079848E32054C40,"60% Angmarean, 40% Orcish",assets/locations,carn_d_m_641
626,e835ee53e05d2cfc5578bedc86581b87,Eruimar,village,98.0,"Eruimar (S. Lonely Home) sat at the foot of the Ramluin (S. Blue Wall), below the easternmost point where the Ered Luin foothills gave way to rocky cliffs. Despite its remote setting, distance rather than forest or enchantment created its isolation. The village held no more than thirty-five households; founded by the Dúnedain, most of its roughly 150 residents were River-men or Northmen by the mid-Third Age.",,,2026-04-09 19:20:51.697155,2026-04-09 19:20:51.697155,0101000020E6100000B29C84D2170214C0DA1EBDE13EB44A40,,assets/locations,eruimar_626
554,850a1cb58a471a45f6dc25bffa830125,Haerlond,town,390.0,"Originally settled by Númenórean colonists in the Second Age, granted a royal charter by Turambar of Gondor in T.A. 602.. Reprovisioning facility for ships rounding Cape of Andrast; fishing village.. Haerlond's small harbor services ships damaged in the dangerous passage around the cape.",,,2026-04-09 19:20:51.684229,2026-04-09 19:20:51.684229,0101000020E6100000B9E177D32D7B07C020EC14AB067D4340,"60% Gondorian, 40% Dunnish",assets/locations,haerlond_554
629,ec4f1479d90b8b2a23c1a63546f45010,Ostiras,town,400.0,,,,2026-04-09 19:20:51.697866,2026-04-09 19:20:51.697866,0101000020E6100000DC7F643A74FAF33F42B115342DED4640,,assets/locations,ostiras_629
630,ed0fd50f861c8ccd1f7b1374b6c56a6f,Annon Wain,city,2500.0,"Annon Wain, in the upper Lefnui valley, was a local market center. To the north lay extensive mines whose ore was shipped downriver to Annúlond, while nearby firs from the Ered Nimrais supplied Gondor's naval yards. The town itself was modest — merchant houses, simple dwellings, and riverside warehouses — with a population of roughly 2,500.",,,2026-04-09 19:20:51.698023,2026-04-09 19:20:51.698023,0101000020E610000079211D1EC2580540B35E0CE544734540,,assets/locations,annon_wain_630
631,efc7cfee6d7f026f9b104f1dc82c5aa9,Thoronbar,ruins,,Ruined village.,,,2026-04-09 19:20:51.698182,2026-04-09 19:20:51.698182,0101000020E6100000CFBEF2203D4503C0DAC87553CAC94A40,,assets/locations,thoronbar_631
632,f0d0e1a0ee8699729e955990523bc22c,Cerin Balgrist,ruins,,Ruined city.,,,2026-04-09 19:20:51.698339,2026-04-09 19:20:51.698339,0101000020E6100000778368AD68F3E5BF3D62F4DC42294B40,,assets/locations,cerin_balgrist_632
1176,,Andrath,ruins,0.0,"Founded circa T.A. 860 by Thorondur of Cardolan.. A center of regional administration; the seat of the Prince of Dol Tinare from T.A. 1410 to T.A. 1639.. Andrath has been ruined and rebuilt many times over the course of its history. Most recently, it was sacked by a Hillman party led by King Broggha of Rhudaur in 1639.",,,2026-06-09 01:08:17.254862,2026-06-09 01:08:17.254862,,,assets/locations,andrath_1176
543,737cd8e5ebf3e66dbf23ade112de8011,Lorilad,village,89.0,"Lórilad was a fortified village of Lebennin, situated in the Ethir Anduin roughly seventy-five miles downstream from Pelargir, halfway between Pelargir and the western cape of Lebennin.",,,2026-04-09 19:20:51.682502,2026-04-09 19:20:51.682502,0101000020E610000042CEFBFF38292D40884677103B654440,,assets/locations,lorilad_543
544,75990a293755b179f5736ad958400efe,Sindbar,town,540.0,"A small Gondorian town near the westernmost eaves of Drúadan Forest, about eight miles north of Mount Nardol. Its stone houses and quiet market serve the scattered farms and woodcutters of the area. The Drúadan Forest nearby is avoided by most travellers; the Woses are seldom seen but always suspected to be watching.",,,2026-04-09 19:20:51.682645,2026-04-09 19:20:51.682645,0101000020E6100000C05FCC96AC2A30408EB0A888D3074640,Gondor,assets/locations,sindbar_544
545,76dfe74b025986ac0f4ebb77b57d9539,Larad,ruins,,Ruined city.,,,2026-04-09 19:20:51.682786,2026-04-09 19:20:51.682786,0101000020E610000005DF347D768012C0C5E57805A28B4B40,,assets/locations,larad_545
548,7ca62dfc23b7be2ef8254d8924249fdc,Buzdum Mazar,dwarven mine,490.0,"The greatest mine of Nan-i-Naugrim and the capital of the Broadbeam Dwarves since the Second Age. By the mid-Third Age, Edennogrod — the largely ruined Khazad above Nan-i-Naugrim — dominated the area. At the end of the Third Age it was governed by the feudal lord Grár, who bore the honorary title Mountain King among the Shire-folk.",,,2026-04-09 19:20:51.683381,2026-04-09 19:20:51.683381,0101000020E61000004B3ACAC16C221DC004CB1132904B4B40,Dwarves,assets/locations,buzdum_mazar_548
606,c66de1535d5084394d382b401eb3ed69,Caborlad,point of interest,,,,,2026-04-09 19:20:51.693708,2026-04-09 19:20:51.693708,0101000020E610000060ADDA35215D2140FC51D4997B524540,,assets/locations,caborlad_606
549,7df88f8d7e3218d96af25370a52d4ce1,Minas Brethil,city,3000.0,"Minas Brethil (S. Silver Birch Tower), capital of Celossien, was situated in the upper Serni valley and served as an agricultural center between the Glinduin and Serni rivers. After the Kin-strife it held some 4,000 inhabitants, a number halved by the Great Plague and only slowly recovered thereafter.",,,2026-04-09 19:20:51.683518,2026-04-09 19:20:51.683518,0101000020E610000017F19D98F5422E40616EF7729F1C4540,,assets/locations,minas_brethil_549
1206,,Durthang,citadel,240.0,"Built by Isildur, T.A. 1.. Surveillance of traffic crossing the plain of Udûn.. The fortress rests on a precarious ledge high above Udûn, giving it an excellent view of any trespassers into Mordor.",,,2026-06-09 01:08:28.080657,2026-06-09 01:08:28.080657,,100% Gondorian,assets/locations,durthang_1206
893,31ff135719880201f7f9afee7e554f57,ruins,ruins,,,,,2026-05-13 04:41:07.022282,2026-05-13 04:41:07.022282,0101000020E61000008BB3D3C310BBF53FB1654D47B38B4940,,assets/locations,ruins_893
894,4d7fb89cc5ed5d76e4d0397b3565f561,ruins,ruins,,,,,2026-05-13 04:41:07.022282,2026-05-13 04:41:07.022282,0101000020E61000000C019139910AF53FCD7CDA87E95D4940,,assets/locations,ruins_894
889,6b4893099af8f5f03ba467cbc6af8752,Longbottom,town,,"A Hobbit village in the Southfarthing, historically significant as the first place in the Shire where pipe-weed was cultivated. Around S.R. 1070 (T.A. 2670), Tobold Hornblower of Longbottom brought the pipe-weed plant from Bree and began growing it in his gardens, giving rise to the famous 'Longbottom Leaf' strain. The village lies in a gentle valley of the Southfarthing and its fields are given over largely to pipe-weed cultivation, the primary industry of the region.",,,2026-05-13 04:41:07.022282,2026-05-13 04:41:07.022282,0101000020E61000008412AF90A7B2F5BFD73B060E6D634940,,assets/locations,longbottom_889
896,73762dd51334e0a11185fa1eab7054d8,Long Cleeve,town,,"The Shire community with the best access to the Hills of Evendim and the Utter North. Long Cleeve is a lively market town that trades in furs, ivory, antler and deer-hide brought in by Rangers, hill-folk and trappers from beyond the bounds. The Northwatch shirriffs — who carry bows and spears rather than the usual staves — are headquartered here. A coppice nearby shelters a monument to Bandobras Took, hero of the Battle of Greenfields, who is also the town's most famous former resident.",,,2026-05-13 04:41:07.022282,2026-05-13 04:41:07.022282,0101000020E6100000DA095E88279C02C07AA40E795D1D4A40,,assets/locations,long_cleeve_896
638,fd53c3e33a8c151837e9703ed90efc50,Melburg,city,1200.0,"Maethelburg (Meeting Fort) controlled virtually all trade through the upper Anduin valley and produced large quantities of tin from the lower Hithaeglir mines. Travelers heading west stocked up before crossing the Misty Mountains; those arriving from the east rested here. Built on an artificial mound behind a massive timber palisade, it harbored an unusually high number of spies due to its proximity to Angmar and the Orc-holds of Gundabad.",,,2026-04-09 19:20:51.699361,2026-04-09 19:20:51.699361,0101000020E6100000EBE1CB4411C22D406E52D158FB734A40,Northmen,assets/locations,melburg_638
639,fe3eeab238fd22a00d7618e979b0b310,Iach Sarn,town,220.0,"Iach Sarn clustered about the base of a limestone hill, surrounded by small farms and hardwood groves. On the south bank, just downstream of the main road, lay the ruins of an older village of earth-and-stone construction. Weathered steps led down a rubble embankment to the riverside docks, lined with unpainted ferries and fishing boats.",,,2026-04-09 19:20:51.699578,2026-04-09 19:20:51.699578,0101000020E6100000C9E6AA798EC8E2BF2EAA454431014940,,assets/locations,iach_sarn_639
640,ff2232851941e9cd4928cae2dc656891,Bar en Dagorath,fortress,80.0,,,,2026-04-09 19:20:51.699745,2026-04-09 19:20:51.699745,0101000020E61000004ED367075CD7004016FC36C478914B40,,assets/locations,bar_en_dagorath_640
642,5324545435545,Estomar,city,324.0,,,,2026-04-09 19:20:51.700062,2026-04-09 19:20:51.700062,0101000020E610000040EB42FE6E4823C048AB33F7103B4C40,Noldor,assets/locations,estomar_642
550,8047934e8120045a7dfdd987a70b4a80,Cithrenor,ruins,12.0,Ruined town.,,,2026-04-09 19:20:51.683654,2026-04-09 19:20:51.683654,0101000020E61000000BB77C24253D0CC051F4C0C760834840,,assets/locations,cithrenor_550
551,8092b4e9ff96ef0fca43812a665b6a64,Maegoth,ruins,,Ruined city.,,,2026-04-09 19:20:51.683807,2026-04-09 19:20:51.683807,0101000020E610000080457EFD109BF8BFA8C4758C2B844A40,,assets/locations,maegoth_551
553,847e48fd06a77bc060eecf08013ec386,Enerond,ruins,120.0,Ruined city.,,,2026-04-09 19:20:51.684103,2026-04-09 19:20:51.684103,0101000020E61000005439ED29393713C08C9FC6BDF9674B40,Gondor,assets/locations,enerond_553
555,8606fc2022212421702bfc7856e27660,Fanduin,city,500.0,"Fanduin had a fairly large population of 4,100 in T.A. 250, but its numbers declined through the middle Third Age and the settlement was eventually abandoned before the end of the Third Age.",,,2026-04-09 19:20:51.684348,2026-04-09 19:20:51.684348,0101000020E6100000280AF4893CC9E33FAB5E7EA7C9484A40,,assets/locations,fanduin_555
556,880eec93a3c2b8ebcf3a15446efc8c72,Pelargir,fortified city,2500.0,"Pelargir (S. Garth of Royal Ships) was founded by the Faithful of Númenor in S.A. 2350 and became the chief harbour and oldest city of Gondor, built on the Anduin at the mouth of the Sirith. It served as the base of Gondor's great fleet and was the kingdom's primary port of trade, second city only to Minas Tirith.",,,2026-04-09 19:20:51.684478,2026-04-09 19:20:51.684478,0101000020E610000079CC4065FC2730400ED940BAD8A04440,Gondor,assets/locations,pelargir_556
570,96e3c8c5ca8e87d9f19586a2defc791a,Tir Lawen,city,600.0,,,,2026-04-09 19:20:51.686893,2026-04-09 19:20:51.686893,0101000020E6100000AA61BF27D61922C09BFF571D39FE4940,,assets/locations,tir_lawen_570
572,97e0564175cce6367da1abe875f4d424,Cor Angaladh,point of interest,0.0,"A ritual burial ground, now long disused. Once one of the most sacred sites of the Northmen, this place is now shadowed by the darkness of Mirkwood. Men of the north avoid it, believing it to be cursed.",,,2026-04-09 19:20:51.687251,2026-04-09 19:20:51.687251,0101000020E610000014950D6B2AB73340E6965643E21E4940,Silvan Elves,assets/locations,cor_angaladh_572
582,a93d0de04ea8b6508387274bbf869d77,Carrock,point of interest,,"Carrock was a great rocky islet in the Anduin, between Iach Iaur and Maethelburg, held in deep spiritual reverence by the Beornings who dwelt nearby. The Anduin was shallow here, allowing a ford near the Carrock, though the swift current made the crossing genuinely dangerous.",,,2026-04-09 19:20:51.689104,2026-04-09 19:20:51.689104,0101000020E61000005CE49EAEEE202E4029CB10C7BA0A4A40,Beornings,assets/locations,carrock_582
585,b07dfd88fff335d40f4a6ff02e121d97,Tuckborough,town,320.0,"Tuckborough was the ancestral seat of the Took family, located in the Green Hill Country of Westfarthing. The surrounding area included the market center of Whitwell, the woodcraft village of Tuckburrow, and Dolwich, which supplied timber and granite to the southern Farthings.",,,2026-04-09 19:20:51.68954,2026-04-09 19:20:51.68954,0101000020E610000078F01307D02FF5BFA83AE466B8AB4940,,assets/locations,tuckborough_585
586,b173ca30c3da9f732cc0d30c3dba9b2b,Dol Caranthan,town,320.0,"A town of Anórien on the west bank of the Anduin, north of Cair Andros, seat of the local noble family of House Caranthôn. Its stone houses face the great river, and the ferry landing here sees regular traffic of soldiers and merchants moving between Anórien and the east bank. The Caranthôn family's hall is the largest building in the settlement.",,,2026-04-09 19:20:51.689685,2026-04-09 19:20:51.689685,0101000020E610000054FF209221673140F8E0B54B1B4C4640,,assets/locations,dol_caranthan_586
552,83b667b645b766f8d319f13ce83d8ca3,Barad Eldanar,castle,400.0,"An ancient Arnorian castle built on the eastern edge of the Dyr Úvadan, ancestral home of House Eldanar — one of Elendil's Faithful who settled here in the early Third Age. The castle is one of the oldest Númenórean fortifications in northwestern Middle-earth, rebuilt to its current imposing form in the early years of Arnor. By c. T.A. 1325, the Angmarim seized it; the rightful lord Elenuil escaped through a secret tunnel and the family has dwelt in Fornost since, regarding the castle's occupation as a deep shame. A well-armed and dangerous Angmarim garrison now holds the walls.",,,2026-04-09 19:20:51.683968,2026-04-09 19:20:51.683968,0101000020E61000001348895DDBDB1640183E22A6444E4B40,Sauron,assets/locations,barad_eldanar_552
593,ba1d1a32cd234ff8a9fa85f54f447d3c,Lond-in-Telerrim,town,546.0,"A Falathrin Elvish haven on the western coast, home to a community of Telerin Elves who raise sheep and work the sea. In the nearby Taur-in-Telerrim ('Wood of the Teleri') persistent rumours circulate of a small drake lurking in the deep forest — though no search has ever found its lair. The haven's whitewashed stone buildings face the water; the smell of lanolin and salt is everywhere.",,,2026-04-09 19:20:51.690823,2026-04-09 19:20:51.690823,0101000020E6100000E8DD585018741BC0E5603601866B4940,Noldor,assets/locations,lond_in_telerrim_593
1193,,Buhr Mahrling,fortified town,490.0,"Conquered by Northmen, T.A. 1503.. A trading base for Northmen on the lower River Celduin.. Most of the residents here are Éothraim who use it as a seasonal base, but there is also a sizeable population of Northmen from Esgaroth who seek an advance trading outpost near Dorwinion.",,,2026-06-09 01:08:28.072756,2026-06-09 01:08:28.072756,,"50% Northman (Éothraim), 50% Easterling",assets/locations,buhr_mahrling_1193
558,8c148f9d1af8d5cf47a5659fc57cb055,Endil,watchtower,24.0,"Built by Anárion, circa S.A. 3398.. A watch-post for pirates and raiders; a warning beacon to ships passing close to the rocky shoals.. The Prince of Dor-en-Ernil maintains a series of towers along the Belfalas coast.",,,2026-04-09 19:20:51.684832,2026-04-09 19:20:51.684832,0101000020E6100000DD94F25A09A52340239F573CF5124440,100% Gondorian,assets/locations,endil_558
1197,,Carach Angren,keep,50.0,"Raised by Sauron in the Second Age, rebuilt by Gondor in T.A. 42.. Control of traffic travelling through the pass connecting Udûn and Gorgoroth.. The original wall at Carach Angren was built by Sauron and destroyed by the Last Alliance.",,,2026-06-09 01:08:28.076122,2026-06-09 01:08:28.076122,,100% Gondorian,assets/locations,carach_angren_1197
915,4e34009af319cecbf925dfa46c15b7dd,Vindacil,town,,,,,2026-05-20 14:42:53.130077,2026-05-20 14:42:53.130077,0101000020E6100000464CEA99D90A0C4084A376DB38564840,,assets/locations,vindacil_915
500,4106d605bd81fc06a53f32b824e5e37a,Methrast,tower,87.0,"Methrast is the southernmost cape of the Belfalas peninsula — sheer, unclimbable cliffs and dangerous shoals that only the most skilled pilots dare approach by sea. The cape also marks one terminus of the Belfalas coastal beacon system; news of approaching enemies sighted here can reach Dol Amroth in hours. Seals sun themselves on the rocky shores below. There is no settlement at the cape itself, only a small watch-post.",,,2026-04-09 19:20:51.674993,2026-04-09 19:20:51.674993,0101000020E61000005F96766A2E8F2440E3DF675C38BA4340,Gondor,assets/locations,methrast_500
596,bf4f93c27a04a22a4cb95b6e9b2da0ce,Bar-en-Dinnen,point of interest,432.0,"Bar-en-Dinnen (S. Dwelling on the Dinnen) was a fishing village and river-trading town in southern Ithilien, about sixty miles south of Minas Tirith, at the junction of the Tinnen and Anduin rivers. As the only significant settlement in Harithilien north of Hyarpende, it was an important hub for river commerce between Ithilien and Lebennin.",,,2026-04-09 19:20:51.691929,2026-04-09 19:20:51.691929,0101000020E61000000BB77C2425B93140944E24986A124540,Gondor,assets/locations,bar_en_dinnen_596
597,c02aee9a0462b65512c662491f3b69f8,Mirolos,city,300.0,"Mirolos (S. Jewel-Dream; also Londalos) was a Noldor settlement founded by followers of the Sons of Fëanor in the first decade of the Second Age, the largest community in the Hûb Conath region. Founded by Maglor before his disappearance, it was burned during the Long Winter when a northern dragon entered the area.",,,2026-04-09 19:20:51.692074,2026-04-09 19:20:51.692074,0101000020E6100000522CB7B41A2223C0F1F274AE28A54B40,Noldor,assets/locations,mirolos_597
