name,slug,category,probability_by_region
Great Eagles,great_eagles,Non_mannish,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 2}, {""region"": ""Dale"", ""probability"": 1}, {""region"": ""Druadan Forest"", ""probability"": 1}, {""region"": ""Dunland"", ""probability"": 1}, {""region"": ""Esgaroth"", ""probability"": 1}, {""region"": ""Forovirian"", ""probability"": 1}, {""region"": ""Mirkwood Wilds"", ""probability"": 1}, {""region"": ""Nan Anduin"", ""probability"": 1}, {""region"": ""North Misty Mountains"", ""probability"": 2}, {""region"": ""Parth Celebrant"", ""probability"": 1}, {""region"": ""Rohan"", ""probability"": 1}, {""region"": ""Ronen-in-Anduin"", ""probability"": 1}, {""region"": ""Westmarch"", ""probability"": 1}, {""region"": ""Wold"", ""probability"": 1}, {""region"": ""Woodland Realm"", ""probability"": 1}]"
Great Elk,great_elk,Animal,"[{""region"": ""Angmar"", ""probability"": 1}, {""region"": ""Central Anduin"", ""probability"": 2}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Coldfells"", ""probability"": 1}, {""region"": ""Dale"", ""probability"": 5}, {""region"": ""En Udanoriath"", ""probability"": 1}, {""region"": ""Esgaroth"", ""probability"": 5}, {""region"": ""Ettenmoors"", ""probability"": 1}, {""region"": ""Forovirian"", ""probability"": 4}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Rivendell"", ""probability"": 1}, {""region"": ""Wilderness of Arnor"", ""probability"": 1}, {""region"": ""Woodland Realm"", ""probability"": 5}, {""region"": ""Woodmen"", ""probability"": 5}]"
Great Lizard,great_lizard,Animal,"[{""region"": ""Angmar"", ""probability"": 1}, {""region"": ""Forovirian"", ""probability"": 1}]"
Great Serpent,great_serpent,Animal,"[{""region"": ""Forovirian"", ""probability"": 1}]"
Greater Dragon,greater_dragon,Non_mannish,"[{""region"": ""Iron Hills"", ""probability"": 3}, {""region"": ""Talath Uichel"", ""probability"": 5}]"
Green Asp,green_asp,Animal,"[{""region"": ""Dor Rhunen"", ""probability"": 5}, {""region"": ""Dorwinion"", ""probability"": 1}, {""region"": ""Eothraim"", ""probability"": 5}, {""region"": ""Gramuz"", ""probability"": 1}, {""region"": ""Parth Celebrant"", ""probability"": 2}]"
Grey Wolf,grey_wolf,Animal,"[{""region"": ""Angmar"", ""probability"": 2}, {""region"": ""Forovirian"", ""probability"": 4}]"
Grey Wolves,grey_wolves,Animal,"[{""region"": ""Dor Rhunen"", ""probability"": 2}, {""region"": ""Dorwinion"", ""probability"": 1}, {""region"": ""Eothraim"", ""probability"": 2}, {""region"": ""Gramuz"", ""probability"": 1}, {""region"": ""Iron Hills"", ""probability"": 3}, {""region"": ""Nurn"", ""probability"": 4}, {""region"": ""Talath Uichel"", ""probability"": 3}]"
Ground Bees,ground_bees,Animal,"[{""region"": ""Nurn"", ""probability"": 2}]"
Guard Tower,guard_tower,Sites,"[{""region"": ""Angmar"", ""probability"": 4}]"
Gulscarnu,gulscarnu,Non_mannish,"[{""region"": ""Mordor"", ""probability"": 2}]"
Haradrim,haradrim,Men,"[{""region"": ""Andrast"", ""probability"": 5}, {""region"": ""Anfalas"", ""probability"": 2}, {""region"": ""Anorien"", ""probability"": 1}, {""region"": ""Belegaer sea"", ""probability"": 4}, {""region"": ""Dor-en-Emyl"", ""probability"": 2}, {""region"": ""Druwaith Laur"", ""probability"": 1}, {""region"": ""Hairavercien"", ""probability"": 1}, {""region"": ""Lamedon"", ""probability"": 1}, {""region"": ""Lebennin"", ""probability"": 1}, {""region"": ""Tolfalas"", ""probability"": 4}]"
Hazards Artificial,hazards_artificial,Hazards,"[{""region"": ""Dagorlad"", ""probability"": 8}]"
Hazards Natural,hazards_natural,Hazards,"[{""region"": ""Dagorlad"", ""probability"": 4}]"
Hazards Terrain,hazards_terrain,Hazards,"[{""region"": ""Dagorlad"", ""probability"": 5}]"
Herb,herb,Inanimate,"[{""region"": ""Iron Hills"", ""probability"": 1}, {""region"": ""Talath Uichel"", ""probability"": 2}]"
Herd Animals,herd_animals,Animal,"[{""region"": ""Dunland"", ""probability"": 2}, {""region"": ""Fangorn"", ""probability"": 3}, {""region"": ""Parth Celebrant"", ""probability"": 4}]"
Hidden Chasm,hidden_chasm,Inanimate,"[{""region"": ""Angmar"", ""probability"": 1}, {""region"": ""Mordor"", ""probability"": 3}]"
Hill Troll,hill_troll,Non_mannish,"[{""region"": ""Dale"", ""probability"": 2}, {""region"": ""Eregion"", ""probability"": 1}, {""region"": ""Esgaroth"", ""probability"": 2}, {""region"": ""Forovirian"", ""probability"": 3}, {""region"": ""Mirkwood Wilds"", ""probability"": 4}, {""region"": ""Woodland Realm"", ""probability"": 2}]"
Hill Trolls N,hill_trolls_n,Non_mannish,"[{""region"": ""Mintyrnath"", ""probability"": 1}, {""region"": ""Rast Vorn"", ""probability"": 4}, {""region"": ""South Downs"", ""probability"": 1}]"
Hill trolls,hill_trolls,Non_mannish,"[{""region"": ""Evendim Hills"", ""probability"": 1}, {""region"": ""Fornost"", ""probability"": 2}, {""region"": ""Forochel"", ""probability"": 2}, {""region"": ""Lone-lands"", ""probability"": 8}, {""region"": ""Numeriador"", ""probability"": 1}, {""region"": ""Rammas Formen"", ""probability"": 9}, {""region"": ""Talath Muil"", ""probability"": 6}, {""region"": ""Weather Hills"", ""probability"": 8}]"
Hillmen,hillmen,Men,"[{""region"": ""Wilderness of Arnor"", ""probability"": 8}]"
Hobbit Wanderer,hobbit_wanderer,Casual,"[{""region"": ""Apariach"", ""probability"": 3}, {""region"": ""Ardolyalinya"", ""probability"": 3}, {""region"": ""Ardquetto"", ""probability"": 3}, {""region"": ""Ascahiriand"", ""probability"": 3}, {""region"": ""Lairiardhon"", ""probability"": 4}, {""region"": ""Lildardhon"", ""probability"": 4}, {""region"": ""M\u00e4noriand"", ""probability"": 3}, {""region"": ""Ronalindon"", ""probability"": 3}, {""region"": ""Sandariand"", ""probability"": 4}, {""region"": ""South Harlindon"", ""probability"": 3}, {""region"": ""Vinyalas"", ""probability"": 4}]"
Hobbits,hobbits,Non_mannish,"[{""region"": ""Dunland"", ""probability"": 1}, {""region"": ""Enedhwaith"", ""probability"": 2}, {""region"": ""Mintyrnath"", ""probability"": 3}, {""region"": ""Rast Vorn"", ""probability"": 2}, {""region"": ""South Downs"", ""probability"": 3}]"
Hornet,hornet,Animal,"[{""region"": ""Angmar"", ""probability"": 1}, {""region"": ""Central Anduin"", ""probability"": 3}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Coldfells"", ""probability"": 1}, {""region"": ""En Udanoriath"", ""probability"": 1}, {""region"": ""Ettenmoors"", ""probability"": 1}, {""region"": ""Forovirian"", ""probability"": 2}, {""region"": ""Iron Hills"", ""probability"": 2}, {""region"": ""North Misty Mountains"", ""probability"": 2}, {""region"": ""Nurn"", ""probability"": 7}, {""region"": ""Rivendell"", ""probability"": 1}, {""region"": ""Wilderness of Arnor"", ""probability"": 1}]"
Horsefolk Eorad 120,horsefolk_eorad_120,Men,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Nan Anduin"", ""probability"": 1}, {""region"": ""Rohan"", ""probability"": 1}, {""region"": ""Ronen-in-Anduin"", ""probability"": 1}, {""region"": ""Westmarch"", ""probability"": 1}]"
Horsefolk Individuals,horsefolk_individuals,Men,"[{""region"": ""Central Anduin"", ""probability"": 10}, {""region"": ""Central Misty Mountains"", ""probability"": 4}, {""region"": ""Druadan Forest"", ""probability"": 2}, {""region"": ""Nan Anduin"", ""probability"": 9}, {""region"": ""North Misty Mountains"", ""probability"": 4}, {""region"": ""Rohan"", ""probability"": 3}, {""region"": ""Ronen-in-Anduin"", ""probability"": 5}, {""region"": ""Westmarch"", ""probability"": 10}, {""region"": ""Wold"", ""probability"": 20}]"
Horsefolk Large Patrol,horsefolk_large_patrol,Men,"[{""region"": ""Central Anduin"", ""probability"": 5}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Nan Anduin"", ""probability"": 2}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Rohan"", ""probability"": 2}, {""region"": ""Ronen-in-Anduin"", ""probability"": 3}, {""region"": ""Westmarch"", ""probability"": 5}, {""region"": ""Wold"", ""probability"": 3}]"
Horsefolk Small Patrol,horsefolk_small_patrol,Men,"[{""region"": ""Central Anduin"", ""probability"": 8}, {""region"": ""Central Misty Mountains"", ""probability"": 2}, {""region"": ""Druadan Forest"", ""probability"": 1}, {""region"": ""Nan Anduin"", ""probability"": 3}, {""region"": ""North Misty Mountains"", ""probability"": 2}, {""region"": ""Rohan"", ""probability"": 3}, {""region"": ""Ronen-in-Anduin"", ""probability"": 5}, {""region"": ""Westmarch"", ""probability"": 3}, {""region"": ""Wold"", ""probability"": 5}]"
Horsefolk Special,horsefolk_special,Men,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Druadan Forest"", ""probability"": 1}, {""region"": ""Nan Anduin"", ""probability"": 1}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Rohan"", ""probability"": 1}, {""region"": ""Ronen-in-Anduin"", ""probability"": 1}, {""region"": ""Westmarch"", ""probability"": 1}, {""region"": ""Wold"", ""probability"": 1}]"
Hunting Lizard,hunting_lizard,Animal,"[{""region"": ""Belegaer sea"", ""probability"": 7}, {""region"": ""Tolfalas"", ""probability"": 7}]"
Huorn,huorn,Animal,"[{""region"": ""Lairiardhon"", ""probability"": 3}, {""region"": ""Lildardhon"", ""probability"": 3}, {""region"": ""Vinyalas"", ""probability"": 3}]"
Huorn,huorn,Non_mannish,"[{""region"": ""Druadan Forest"", ""probability"": 1}, {""region"": ""Dunland"", ""probability"": 1}, {""region"": ""Fangorn"", ""probability"": 25}, {""region"": ""Parth Celebrant"", ""probability"": 3}]"
Ice Drake Gondring,ice_drake_gondring,Non_mannish,"[{""region"": ""Celanoriand"", ""probability"": 3}, {""region"": ""Ered Luin"", ""probability"": 6}, {""region"": ""Ered Luin Vales"", ""probability"": 3}, {""region"": ""Tol Fuin"", ""probability"": 3}]"
Ice drake,ice_drake,Animal,"[{""region"": ""Forochel"", ""probability"": 3}]"
Inanimate General Traps,inanimate_general_traps,Inanimate,"[{""region"": ""En Egladil"", ""probability"": 1}, {""region"": ""Trollshaws"", ""probability"": 2}, {""region"": ""West Rhudaur"", ""probability"": 3}]"
Inanimate Hazards,inanimate_hazards,Inanimate,"[{""region"": ""Apariach"", ""probability"": 2}, {""region"": ""Ascahiriand"", ""probability"": 2}, {""region"": ""Celanoriand"", ""probability"": 3}, {""region"": ""Ered Luin"", ""probability"": 6}, {""region"": ""Ered Luin Vales"", ""probability"": 3}, {""region"": ""Forithilien"", ""probability"": 3}, {""region"": ""Harithilien"", ""probability"": 2}, {""region"": ""Harondor"", ""probability"": 2}, {""region"": ""Lairiardhon"", ""probability"": 2}, {""region"": ""Lildardhon"", ""probability"": 2}, {""region"": ""M\u00e4noriand"", ""probability"": 2}, {""region"": ""Ronalindon"", ""probability"": 2}, {""region"": ""South Harlindon"", ""probability"": 2}, {""region"": ""Tol Fuin"", ""probability"": 3}, {""region"": ""Vinyalas"", ""probability"": 2}]"
Inanimate Natural Hazards,inanimate_natural_hazards,Inanimate,"[{""region"": ""En Egladil"", ""probability"": 3}, {""region"": ""Trollshaws"", ""probability"": 6}, {""region"": ""West Rhudaur"", ""probability"": 3}]"
Kine Elk Deer,kine_elk_deer,Animal,"[{""region"": ""Central Anduin"", ""probability"": 2}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Druadan Forest"", ""probability"": 2}, {""region"": ""Nan Anduin"", ""probability"": 5}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Rohan"", ""probability"": 5}, {""region"": ""Ronen-in-Anduin"", ""probability"": 2}, {""region"": ""Westmarch"", ""probability"": 3}, {""region"": ""Wold"", ""probability"": 3}]"
Kine of Araw,kine_of_araw,Animal,"[{""region"": ""Dor Rhunen"", ""probability"": 2}, {""region"": ""Dorwinion"", ""probability"": 4}, {""region"": ""Eothraim"", ""probability"": 2}, {""region"": ""Gramuz"", ""probability"": 4}]"
King Spider,king_spider,Animal,"[{""region"": ""Druadan Forest"", ""probability"": 1}, {""region"": ""Rohan"", ""probability"": 1}, {""region"": ""Westmarch"", ""probability"": 1}, {""region"": ""Wold"", ""probability"": 1}]"
Laegrim Ranger,laegrim_ranger,Men,"[{""region"": ""Ardolyalinya"", ""probability"": 10}, {""region"": ""Ardquetto"", ""probability"": 12}, {""region"": ""Ascahiriand"", ""probability"": 8}, {""region"": ""Celanoriand"", ""probability"": 8}, {""region"": ""Ered Luin"", ""probability"": 16}, {""region"": ""Ered Luin Vales"", ""probability"": 8}, {""region"": ""Lairiardhon"", ""probability"": 12}, {""region"": ""Lildardhon"", ""probability"": 12}, {""region"": ""M\u00e4noriand"", ""probability"": 9}, {""region"": ""Ronalindon"", ""probability"": 8}, {""region"": ""Sandariand"", ""probability"": 12}, {""region"": ""South Harlindon"", ""probability"": 9}, {""region"": ""Tol Fuin"", ""probability"": 8}, {""region"": ""Vinyalas"", ""probability"": 12}]"
Lair,lair,Inanimate,"[{""region"": ""Evendim Hills"", ""probability"": 1}, {""region"": ""Fornost"", ""probability"": 1}, {""region"": ""Forochel"", ""probability"": 6}, {""region"": ""Iron Hills"", ""probability"": 1}, {""region"": ""Lone-lands"", ""probability"": 3}, {""region"": ""Numeriador"", ""probability"": 1}, {""region"": ""Nurn"", ""probability"": 2}, {""region"": ""Rammas Formen"", ""probability"": 3}, {""region"": ""Talath Muil"", ""probability"": 4}, {""region"": ""Talath Uichel"", ""probability"": 1}, {""region"": ""Weather Hills"", ""probability"": 3}]"
Large Cat,large_cat,Animal,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 2}, {""region"": ""Druadan Forest"", ""probability"": 3}, {""region"": ""Nan Anduin"", ""probability"": 2}, {""region"": ""North Misty Mountains"", ""probability"": 2}, {""region"": ""Rohan"", ""probability"": 3}, {""region"": ""Ronen-in-Anduin"", ""probability"": 2}, {""region"": ""Westmarch"", ""probability"": 2}, {""region"": ""Wold"", ""probability"": 1}]"
Large Patrol,large_patrol,Men,"[{""region"": ""Andrast"", ""probability"": 2}, {""region"": ""Anfalas"", ""probability"": 1}, {""region"": ""Anorien"", ""probability"": 3}, {""region"": ""Belegaer sea"", ""probability"": 1}, {""region"": ""Bree"", ""probability"": 2}, {""region"": ""Enedhwaith"", ""probability"": 1}, {""region"": ""Hairavercien"", ""probability"": 1}, {""region"": ""Lebennin"", ""probability"": 3}, {""region"": ""Minhiriath"", ""probability"": 2}, {""region"": ""Mintyrnath"", ""probability"": 2}, {""region"": ""Old Forest"", ""probability"": 4}, {""region"": ""Rast Vorn"", ""probability"": 2}, {""region"": ""South Arthedain"", ""probability"": 2}, {""region"": ""South Downs"", ""probability"": 2}, {""region"": ""The Shire"", ""probability"": 2}, {""region"": ""Tolfalas"", ""probability"": 1}, {""region"": ""Tower Hills"", ""probability"": 2}]"
Larger Orc Group,larger_orc_group,Non_mannish,"[{""region"": ""Evendim Hills"", ""probability"": 1}, {""region"": ""Lone-lands"", ""probability"": 2}, {""region"": ""Numeriador"", ""probability"": 1}, {""region"": ""Rammas Formen"", ""probability"": 2}, {""region"": ""Talath Muil"", ""probability"": 1}, {""region"": ""Weather Hills"", ""probability"": 2}]"
Lava Pools Mud Pots,lava_pools_mud_pots,Inanimate,"[{""region"": ""Mordor"", ""probability"": 20}]"
Leeches,leeches,Animal,"[{""region"": ""Dorwinion"", ""probability"": 4}]"
Lesser Dragon,lesser_dragon,Non_mannish,"[{""region"": ""Iron Hills"", ""probability"": 3}, {""region"": ""Talath Uichel"", ""probability"": 5}]"
Leuman Dal,leuman_dal,Animal,"[{""region"": ""Andrast"", ""probability"": 1}, {""region"": ""Anfalas"", ""probability"": 1}, {""region"": ""Druwaith Laur"", ""probability"": 1}, {""region"": ""Lamedon"", ""probability"": 1}]"
Lions,lions,Animal,"[{""region"": ""Bree"", ""probability"": 2}, {""region"": ""Minhiriath"", ""probability"": 1}, {""region"": ""Old Forest"", ""probability"": 1}, {""region"": ""Rast Vorn"", ""probability"": 3}, {""region"": ""The Shire"", ""probability"": 2}, {""region"": ""Tower Hills"", ""probability"": 1}]"
Locals,locals,Men,"[{""region"": ""Central Anduin"", ""probability"": 9}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Coldfells"", ""probability"": 11}, {""region"": ""En Udanoriath"", ""probability"": 11}, {""region"": ""Ettenmoors"", ""probability"": 11}, {""region"": ""North Misty Mountains"", ""probability"": 5}, {""region"": ""Rivendell"", ""probability"": 11}, {""region"": ""Wilderness of Arnor"", ""probability"": 11}]"
Locusts,locusts,Animal,"[{""region"": ""Mordor"", ""probability"": 1}, {""region"": ""Nurn"", ""probability"": 7}]"
Loose Scree,loose_scree,Inanimate,"[{""region"": ""Talath Uichel"", ""probability"": 2}]"
Losrandir,losrandir,Animal,"[{""region"": ""Angmar"", ""probability"": 4}, {""region"": ""En Egladil"", ""probability"": 5}, {""region"": ""Evendim Hills"", ""probability"": 7}, {""region"": ""Fornost"", ""probability"": 4}, {""region"": ""Forochel"", ""probability"": 19}, {""region"": ""Forovirian"", ""probability"": 5}, {""region"": ""Gramuz"", ""probability"": 1}, {""region"": ""Iron Hills"", ""probability"": 1}, {""region"": ""Lone-lands"", ""probability"": 3}, {""region"": ""Numeriador"", ""probability"": 7}, {""region"": ""Rammas Formen"", ""probability"": 6}, {""region"": ""Talath Muil"", ""probability"": 10}, {""region"": ""Talath Uichel"", ""probability"": 5}, {""region"": ""Trollshaws"", ""probability"": 11}, {""region"": ""Weather Hills"", ""probability"": 3}, {""region"": ""West Rhudaur"", ""probability"": 6}]"
Lossoth,lossoth,Men,"[{""region"": ""Dorwinion"", ""probability"": 1}, {""region"": ""Gramuz"", ""probability"": 1}]"
Lossoth Site,lossoth_site,Sites,"[{""region"": ""Forochel"", ""probability"": 10}]"
Lynx,lynx,Animal,"[{""region"": ""Dunland"", ""probability"": 2}, {""region"": ""Fangorn"", ""probability"": 2}]"
Mabelmaikli,mabelmaikli,Animal,"[{""region"": ""Dorwinion"", ""probability"": 1}]"
Mammals Boars Bears Deer,mammals_boars_bears_deer,Animal,"[{""region"": ""Dagorlad"", ""probability"": 2}]"
Mammals Otters Minks Rodents,mammals_otters_minks_rodents,Animal,"[{""region"": ""Dagorlad"", ""probability"": 3}]"
Mammals Wild Dogs Tykes,mammals_wild_dogs_tykes,Animal,"[{""region"": ""Dagorlad"", ""probability"": 2}]"
Marsh Mastiffs,marsh_mastiffs,Animal,"[{""region"": ""Dor Rhunen"", ""probability"": 5}, {""region"": ""Eothraim"", ""probability"": 5}]"
Men Angmarim soldiers,men_angmarim_soldiers,Men,"[{""region"": ""Forovirian"", ""probability"": 1}]"
Men Brigands,men_brigands,Men,"[{""region"": ""Eregion"", ""probability"": 10}, {""region"": ""Forovirian"", ""probability"": 1}]"
Men Common Folk,men_common_folk,Men,"[{""region"": ""Forovirian"", ""probability"": 1}]"
Men Cultirith Patrol,men_cultirith_patrol,Men,"[{""region"": ""En Egladil"", ""probability"": 2}, {""region"": ""Trollshaws"", ""probability"": 2}, {""region"": ""West Rhudaur"", ""probability"": 3}]"
Men Dunadan Patrol,men_dunadan_patrol,Men,"[{""region"": ""En Egladil"", ""probability"": 1}, {""region"": ""Trollshaws"", ""probability"": 1}, {""region"": ""West Rhudaur"", ""probability"": 2}]"
Men Dunlendings,men_dunlendings,Men,"[{""region"": ""En Egladil"", ""probability"": 6}, {""region"": ""Trollshaws"", ""probability"": 2}, {""region"": ""West Rhudaur"", ""probability"": 5}]"
Men Estaraven Northmen,men_estaraven_northmen,Men,"[{""region"": ""Forovirian"", ""probability"": 1}]"
Men Foreigner,men_foreigner,Men,"[{""region"": ""Eregion"", ""probability"": 8}]"
Men Hillmen,men_hillmen,Men,"[{""region"": ""En Egladil"", ""probability"": 1}, {""region"": ""Trollshaws"", ""probability"": 2}, {""region"": ""West Rhudaur"", ""probability"": 6}]"
Men Local,men_local,Men,"[{""region"": ""Eregion"", ""probability"": 10}]"
Men Mercenaries Brigands,men_mercenaries_brigands,Men,"[{""region"": ""En Egladil"", ""probability"": 3}, {""region"": ""Trollshaws"", ""probability"": 4}, {""region"": ""West Rhudaur"", ""probability"": 7}]"
Men Merchants,men_merchants,Men,"[{""region"": ""En Egladil"", ""probability"": 1}, {""region"": ""Eregion"", ""probability"": 7}, {""region"": ""Trollshaws"", ""probability"": 1}, {""region"": ""West Rhudaur"", ""probability"": 2}]"
Men Normal Patrol,men_normal_patrol,Men,"[{""region"": ""Nurn"", ""probability"": 27}]"
Men Northmen,men_northmen,Men,"[{""region"": ""En Egladil"", ""probability"": 6}, {""region"": ""Trollshaws"", ""probability"": 2}, {""region"": ""West Rhudaur"", ""probability"": 7}]"
Men Smugglers Thieves,men_smugglers_thieves,Men,"[{""region"": ""En Egladil"", ""probability"": 4}, {""region"": ""Trollshaws"", ""probability"": 2}, {""region"": ""West Rhudaur"", ""probability"": 5}]"
Men Spies,men_spies,Men,"[{""region"": ""En Egladil"", ""probability"": 3}, {""region"": ""Trollshaws"", ""probability"": 3}, {""region"": ""West Rhudaur"", ""probability"": 3}]"
Men Wagon Train,men_wagon_train,Men,"[{""region"": ""Nurn"", ""probability"": 10}]"
Mercenaries Brigands,mercenaries_brigands,Men,"[{""region"": ""Enedhwaith"", ""probability"": 5}, {""region"": ""Minhiriath"", ""probability"": 3}, {""region"": ""Mintyrnath"", ""probability"": 6}, {""region"": ""Rast Vorn"", ""probability"": 1}, {""region"": ""South Downs"", ""probability"": 6}, {""region"": ""Wilderness of Arnor"", ""probability"": 10}]"
Mercenaries/Brigands,mercenaries/brigands,Men,"[{""region"": ""Bree"", ""probability"": 2}, {""region"": ""Old Forest"", ""probability"": 3}, {""region"": ""South Arthedain"", ""probability"": 1}, {""region"": ""The Shire"", ""probability"": 2}, {""region"": ""Tower Hills"", ""probability"": 3}]"
Merchant Trader,merchant_trader,Commercial,"[{""region"": ""Forithilien"", ""probability"": 4}, {""region"": ""Harithilien"", ""probability"": 4}, {""region"": ""Harondor"", ""probability"": 4}]"
Merchants,merchants,Men,"[{""region"": ""Andrast"", ""probability"": 4}, {""region"": ""Anfalas"", ""probability"": 6}, {""region"": ""Anorien"", ""probability"": 8}, {""region"": ""Belegaer sea"", ""probability"": 1}, {""region"": ""Bree"", ""probability"": 2}, {""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Coldfells"", ""probability"": 1}, {""region"": ""Dor-en-Emyl"", ""probability"": 2}, {""region"": ""Druwaith Laur"", ""probability"": 1}, {""region"": ""En Udanoriath"", ""probability"": 1}, {""region"": ""Enedhwaith"", ""probability"": 2}, {""region"": ""Ettenmoors"", ""probability"": 1}, {""region"": ""Hairavercien"", ""probability"": 5}, {""region"": ""Lamedon"", ""probability"": 2}, {""region"": ""Lebennin"", ""probability"": 8}, {""region"": ""Minhiriath"", ""probability"": 2}, {""region"": ""Mintyrnath"", ""probability"": 1}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Old Forest"", ""probability"": 2}, {""region"": ""Rast Vorn"", ""probability"": 2}, {""region"": ""Rivendell"", ""probability"": 1}, {""region"": ""South Arthedain"", ""probability"": 2}, {""region"": ""South Downs"", ""probability"": 1}, {""region"": ""The Shire"", ""probability"": 2}, {""region"": ""Tolfalas"", ""probability"": 1}, {""region"": ""Tower Hills"", ""probability"": 2}, {""region"": ""Wilderness of Arnor"", ""probability"": 3}]"
Merisc Tyka,merisc_tyka,Animal,"[{""region"": ""Dor Rhunen"", ""probability"": 5}, {""region"": ""Dorwinion"", ""probability"": 3}, {""region"": ""Eothraim"", ""probability"": 5}, {""region"": ""Gramuz"", ""probability"": 2}]"
Mewlips,mewlips,Animal,"[{""region"": ""Fornost"", ""probability"": 3}, {""region"": ""Forochel"", ""probability"": 2}, {""region"": ""Lone-lands"", ""probability"": 1}, {""region"": ""Weather Hills"", ""probability"": 1}]"
Military Unit,military_unit,Men,"[{""region"": ""Andrast"", ""probability"": 1}, {""region"": ""Anfalas"", ""probability"": 1}, {""region"": ""Anorien"", ""probability"": 2}, {""region"": ""Belegaer sea"", ""probability"": 7}, {""region"": ""Bree"", ""probability"": 1}, {""region"": ""Dor-en-Emyl"", ""probability"": 2}, {""region"": ""Enedhwaith"", ""probability"": 1}, {""region"": ""Hairavercien"", ""probability"": 1}, {""region"": ""Lamedon"", ""probability"": 1}, {""region"": ""Lebennin"", ""probability"": 2}, {""region"": ""Minhiriath"", ""probability"": 1}, {""region"": ""Mintyrnath"", ""probability"": 1}, {""region"": ""Old Forest"", ""probability"": 2}, {""region"": ""Rast Vorn"", ""probability"": 1}, {""region"": ""South Arthedain"", ""probability"": 1}, {""region"": ""South Downs"", ""probability"": 1}, {""region"": ""The Shire"", ""probability"": 1}, {""region"": ""Tolfalas"", ""probability"": 7}, {""region"": ""Tower Hills"", ""probability"": 2}]"
Minas Ithil Courier,minas_ithil_courier,Commercial,"[{""region"": ""Forithilien"", ""probability"": 3}, {""region"": ""Harithilien"", ""probability"": 3}, {""region"": ""Harondor"", ""probability"": 3}]"
Mine Quarry,mine_quarry,Sites,"[{""region"": ""Angmar"", ""probability"": 2}, {""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Coldfells"", ""probability"": 2}, {""region"": ""Druadan Forest"", ""probability"": 5}, {""region"": ""En Udanoriath"", ""probability"": 2}, {""region"": ""Ettenmoors"", ""probability"": 2}, {""region"": ""Forovirian"", ""probability"": 2}, {""region"": ""Iron Hills"", ""probability"": 1}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Nurn"", ""probability"": 11}, {""region"": ""Rivendell"", ""probability"": 2}, {""region"": ""Ronen-in-Anduin"", ""probability"": 1}, {""region"": ""Talath Uichel"", ""probability"": 1}, {""region"": ""Westmarch"", ""probability"": 1}, {""region"": ""Wilderness of Arnor"", ""probability"": 2}, {""region"": ""Wold"", ""probability"": 1}]"
Mithrim Noldor Patrol,mithrim_noldor_patrol,Men,"[{""region"": ""Apariach"", ""probability"": 10}, {""region"": ""Celanoriand"", ""probability"": 7}, {""region"": ""Ered Luin"", ""probability"": 14}, {""region"": ""Ered Luin Vales"", ""probability"": 7}, {""region"": ""Tol Fuin"", ""probability"": 7}]"
Moose,moose,Animal,"[{""region"": ""Angmar"", ""probability"": 1}, {""region"": ""Central Anduin"", ""probability"": 2}, {""region"": ""Coldfells"", ""probability"": 1}, {""region"": ""En Udanoriath"", ""probability"": 1}, {""region"": ""Ettenmoors"", ""probability"": 1}, {""region"": ""Evendim Hills"", ""probability"": 6}, {""region"": ""Fornost"", ""probability"": 5}, {""region"": ""Forochel"", ""probability"": 2}, {""region"": ""Forovirian"", ""probability"": 5}, {""region"": ""Iron Hills"", ""probability"": 3}, {""region"": ""Lone-lands"", ""probability"": 1}, {""region"": ""Numeriador"", ""probability"": 6}, {""region"": ""Rammas Formen"", ""probability"": 3}, {""region"": ""Rivendell"", ""probability"": 1}, {""region"": ""Talath Muil"", ""probability"": 1}, {""region"": ""Talath Uichel"", ""probability"": 2}, {""region"": ""Weather Hills"", ""probability"": 1}, {""region"": ""Wilderness of Arnor"", ""probability"": 1}]"
Mordor Cattle,mordor_cattle,Animal,"[{""region"": ""Nurn"", ""probability"": 5}]"
